name,symbol,description,parcellation_term_set_label,parcellation_terminology_label,parcellation_term_identifier,parcellation_term_order,parcellation_parent_term_set_label,parcellation_parent_term_identifier
CP in frontal neocortex,fCP,CP in frontal neocortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10516,141,ADHBA_Terminology_2016_All,DHBA:10515
CP in frontal polar cortex,fCPfp,CP in frontal polar cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11664,142,ADHBA_Terminology_2016_All,DHBA:10516
outer CP in frontal polar cortex,fCPfpo,outer CP in frontal polar cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11665,143,ADHBA_Terminology_2016_All,DHBA:11664
inner CP in frontal polar cortex,fCPfpi,inner CP in frontal polar cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11666,144,ADHBA_Terminology_2016_All,DHBA:11664
CP in dorsomedial frontal cortex,fCPdm,CP in dorsomedial frontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11649,145,ADHBA_Terminology_2016_All,DHBA:10516
outer CP in dorsomedial frontal cortex,fCPdmo,outer CP in dorsomedial frontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11650,146,ADHBA_Terminology_2016_All,DHBA:11649
inner CP in dorsomedial frontal cortex,fCPdmi,inner CP in dorsomedial frontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11651,147,ADHBA_Terminology_2016_All,DHBA:11649
CP in dorsolateral prefrontal cortex,fCPdl,CP in dorsolateral prefrontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11658,148,ADHBA_Terminology_2016_All,DHBA:10516
outer CP in dorsolateral prefrontal cortex,fCPdlo,outer CP in dorsolateral prefrontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11659,149,ADHBA_Terminology_2016_All,DHBA:11658
inner CP in dorsolateral prefrontal cortex,fCPdli,inner CP in dorsolateral prefrontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11660,150,ADHBA_Terminology_2016_All,DHBA:11658
CP in ventrolateral prefrontal cortex,fCPvl,CP in ventrolateral prefrontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11661,151,ADHBA_Terminology_2016_All,DHBA:10516
outer CP in ventrolateral prefrontal cortex,fCPvlo,outer CP in ventrolateral prefrontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11662,152,ADHBA_Terminology_2016_All,DHBA:11661
inner CP in ventrolateral prefrontal cortex,fCPvli,inner CP in ventrolateral prefrontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11663,153,ADHBA_Terminology_2016_All,DHBA:11661
CP in orbital frontal cortex,fCPor,CP in orbital frontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11652,154,ADHBA_Terminology_2016_All,DHBA:10516
outer CP in orbital frontal cortex,fCPoro,outer CP in orbital frontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11653,155,ADHBA_Terminology_2016_All,DHBA:11652
inner CP in orbital frontal cortex,fCPori,inner CP in orbital frontal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11654,156,ADHBA_Terminology_2016_All,DHBA:11652
CP in posterior frontal cortex (motor cortex),fCPm1,CP in posterior frontal cortex (motor cortex),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11655,157,ADHBA_Terminology_2016_All,DHBA:10516
outer CP in posteror frontal cortex (motor cortex),fCPm1o,outer CP in posteror frontal cortex (motor cortex),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11656,158,ADHBA_Terminology_2016_All,DHBA:11655
inner CP in posteror frontal cortex (motor cortex),fCPm1i,inner CP in posteror frontal cortex (motor cortex),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11657,159,ADHBA_Terminology_2016_All,DHBA:11655
CP in parietal neocortex,pCP,CP in parietal neocortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10518,160,ADHBA_Terminology_2016_All,DHBA:10515
CP in primary somatosensory cortex,pCPs1,CP in primary somatosensory cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11679,161,ADHBA_Terminology_2016_All,DHBA:10518
outer CP in primary somatosensory cortex,pCPs1o,outer CP in primary somatosensory cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11680,162,ADHBA_Terminology_2016_All,DHBA:11679
inner CP in primary somatosensory cortex,pCPs1i,inner CP in primary somatosensory cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11681,163,ADHBA_Terminology_2016_All,DHBA:11679
CP in dorsomedial parietal cortex (area 7m),pCPdm,CP in dorsomedial parietal cortex (area 7m),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11688,164,ADHBA_Terminology_2016_All,DHBA:10518
outer CP in dorsomedial parietal cortex (area 7m),pCPdmo,outer CP in dorsomedial parietal cortex (area 7m),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11689,165,ADHBA_Terminology_2016_All,DHBA:11688
inner CP in dorsomedial parietal cortex (area 7m),pCPdmi,inner CP in dorsomedial parietal cortex (area 7m),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11690,166,ADHBA_Terminology_2016_All,DHBA:11688
CP in posterosuperior (dorsal) parietal cortex,pCPpd,CP in posterosuperior (dorsal) parietal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11682,167,ADHBA_Terminology_2016_All,DHBA:10518
outer CP in posterosuperior (dorsal) parietal cortex,pCPpdo,outer CP in posterosuperior (dorsal) parietal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11683,168,ADHBA_Terminology_2016_All,DHBA:11682
inner CP in posterosuperior (dorsal) parietal cortex,pCPpdi,inner CP in posterosuperior (dorsal) parietal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11684,169,ADHBA_Terminology_2016_All,DHBA:11682
CP in posteroinferior (ventral) parietal cortex,pCPpv,CP in posteroinferior (ventral) parietal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11685,170,ADHBA_Terminology_2016_All,DHBA:10518
outer CP in posteroinferior (ventral) parietal cortex,pCPpvo,outer CP in posteroinferior (ventral) parietal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11686,171,ADHBA_Terminology_2016_All,DHBA:11685
inner CP in posteroinferior (ventral) parietal cortex,pCPpvi,inner CP in posteroinferior (ventral) parietal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11687,172,ADHBA_Terminology_2016_All,DHBA:11685
CP in temporal neocortex,tCP,CP in temporal neocortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10519,173,ADHBA_Terminology_2016_All,DHBA:10515
CP in dorsolateral temporal cortex,tCPdl,CP in dorsolateral temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15502,174,ADHBA_Terminology_2016_All,DHBA:10519
CP in primary auditory cortex,tCPa1,CP in primary auditory cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11691,175,ADHBA_Terminology_2016_All,DHBA:15502
outer CP in primary auditory cortex,tCPa1o,outer CP in primary auditory cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11692,176,ADHBA_Terminology_2016_All,DHBA:11691
inner CP in primary auditory cortex,tCPa1i,inner CP in primary auditory cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11693,177,ADHBA_Terminology_2016_All,DHBA:11691
CP in superolateral temporal cortex,tCPsl,CP in superolateral temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11694,178,ADHBA_Terminology_2016_All,DHBA:15502
outer CP in superolateral temporal cortex,tCPslo,outer CP in superolateral temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11695,179,ADHBA_Terminology_2016_All,DHBA:11694
inner CP in superolateral temporal cortex,tCPsli,inner CP in superolateral temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11696,180,ADHBA_Terminology_2016_All,DHBA:11694
CP in polysensory temporal cortex,tCPps,CP in polysensory temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13097,181,ADHBA_Terminology_2016_All,DHBA:15502
CP in parainsualr temporal cortex,tCPpi,CP in parainsualr temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13105,182,ADHBA_Terminology_2016_All,DHBA:15502
CP in ventrolateral temporal cortex,tCPvl,CP in ventrolateral temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15503,183,ADHBA_Terminology_2016_All,DHBA:10519
CP in midlateral temporal cortex,tCPml,CP in midlateral temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13098,184,ADHBA_Terminology_2016_All,DHBA:15503
CP in inferolateral temporal cortex,tCPil,CP in inferolateral temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11697,185,ADHBA_Terminology_2016_All,DHBA:15503
outer CP in inferolateral temporal cortex,tCPilo,outer CP in inferolateral temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11698,186,ADHBA_Terminology_2016_All,DHBA:11697
inner CP in inferolateral temporal cortex,tCPili,inner CP in inferolateral temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11699,187,ADHBA_Terminology_2016_All,DHBA:11697
CP in midinferior temporal cortex,tCPmi,CP in midinferior temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11700,188,ADHBA_Terminology_2016_All,DHBA:15503
outer CP in midinferior temporal cortex,tCPmio,outer CP in midinferior temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11701,189,ADHBA_Terminology_2016_All,DHBA:11700
inner CP in midinferior temporal cortex,tCPmii,inner CP in midinferior temporal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11702,190,ADHBA_Terminology_2016_All,DHBA:11700
CP in rostral midinferior temporal cortex (area 36),tCP36,CP in rostral midinferior temporal cortex (area 36),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13099,191,ADHBA_Terminology_2016_All,DHBA:11700
outer CP in (rostral) midinferior temporal cortex (area 36),tCP36o,outer CP in (rostral) midinferior temporal cortex (area 36),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13100,192,ADHBA_Terminology_2016_All,DHBA:13099
inner CP in (rostral) midinferior temporal cortex (area 36),tCP36i,inner CP in (rostral) midinferior temporal cortex (area 36),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13101,193,ADHBA_Terminology_2016_All,DHBA:13099
CP in caudal midinferior temporal cortex (area TF),tCPtf,CP in caudal midinferior temporal cortex (area TF),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13102,194,ADHBA_Terminology_2016_All,DHBA:11700
outer CP in caudal midinferior temporal cortex (area TF),tCPtfo,outer CP in caudal midinferior temporal cortex (area TF),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13103,195,ADHBA_Terminology_2016_All,DHBA:13102
inner CP in caudal midinferior temporal cortex (area TF),tCPtfi,inner CP in caudal midinferior temporal cortex (area TF),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13104,196,ADHBA_Terminology_2016_All,DHBA:13102
CP in posterior parahippocampal cortex,tCPph,CP in posterior parahippocampal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11703,197,ADHBA_Terminology_2016_All,DHBA:10519
outer CP in posterior parahippocampal cortex,tCPpho,outer CP in posterior parahippocampal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11704,198,ADHBA_Terminology_2016_All,DHBA:11703
inner CP in posterior parahippocampal cortex,tCPphi,inner CP in posterior parahippocampal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11705,199,ADHBA_Terminology_2016_All,DHBA:11703
CP in medial temporal-occipital cortex,tCPmt,CP in medial temporal-occipital cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11706,200,ADHBA_Terminology_2016_All,DHBA:10519
outer CP in medial temporal-occipital cortex,tCPmto,outer CP in medial temporal-occipital cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11707,201,ADHBA_Terminology_2016_All,DHBA:11706
inner CP in medial temporal-occipital cortex,tCPmti,inner CP in medial temporal-occipital cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11708,202,ADHBA_Terminology_2016_All,DHBA:11706
CP in lateral temporal-occipital cortex,tCPlt,CP in lateral temporal-occipital cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11709,203,ADHBA_Terminology_2016_All,DHBA:10519
outer CP in lateral temporal-occipital cortex,tCPlto,outer CP in lateral temporal-occipital cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11710,204,ADHBA_Terminology_2016_All,DHBA:11709
inner CP in lateral temporal-occipital cortex,tCPlti,inner CP in lateral temporal-occipital cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11711,205,ADHBA_Terminology_2016_All,DHBA:11709
CP in temporal polar cortex,tCPtp,CP in temporal polar cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11712,206,ADHBA_Terminology_2016_All,DHBA:10519
outer CP in temporal polar cortex,tCPtpo,outer CP in temporal polar cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11713,207,ADHBA_Terminology_2016_All,DHBA:11712
inner CP in temporal polar cortex,tCPtpi,inner CP in temporal polar cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11714,208,ADHBA_Terminology_2016_All,DHBA:11712
CP in occipital neocortex,oCP,CP in occipital neocortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10517,209,ADHBA_Terminology_2016_All,DHBA:10515
CP in area prostriata,oCPpro,CP in area prostriata,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13096,210,ADHBA_Terminology_2016_All,DHBA:10517
CP in primary visual cortex,oCPv1,CP in primary visual cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11667,211,ADHBA_Terminology_2016_All,DHBA:10517
outer CP in primary visual cortex,oCPv1o,outer CP in primary visual cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11668,212,ADHBA_Terminology_2016_All,DHBA:11667
inner CP in primary visual cortex,oCPv1i,inner CP in primary visual cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11669,213,ADHBA_Terminology_2016_All,DHBA:11667
CP in extrastriate cortex,oCPexs,CP in extrastriate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13095,214,ADHBA_Terminology_2016_All,DHBA:10517
CP in dorsomedial extrastriate cortex (V2),oCPdm,CP in dorsomedial extrastriate cortex (V2),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11670,215,ADHBA_Terminology_2016_All,DHBA:13095
outer CP in dorsomedial extrastriate cortex,oCPdmo,outer CP in dorsomedial extrastriate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11671,216,ADHBA_Terminology_2016_All,DHBA:11670
inner CP in dorsomedial extrastriate cortex,oCPdmi,inner CP in dorsomedial extrastriate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11672,217,ADHBA_Terminology_2016_All,DHBA:11670
CP in ventromedial extrastriate cortex (VP),oCPvm,CP in ventromedial extrastriate cortex (VP),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11673,218,ADHBA_Terminology_2016_All,DHBA:13095
outer CP in ventromedial extrastriate cortex,oCPvmo,outer CP in ventromedial extrastriate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11674,219,ADHBA_Terminology_2016_All,DHBA:11673
inner CP in ventromedial extrastriate cortex,oCPvmi,inner CP in ventromedial extrastriate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11675,220,ADHBA_Terminology_2016_All,DHBA:11673
CP in midlateral extrastriate cortex (area 19),oCPml,CP in midlateral extrastriate cortex (area 19),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11676,221,ADHBA_Terminology_2016_All,DHBA:13095
outer CP in midlateral extrastriate cortex,oCPmlo,outer CP in midlateral extrastriate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11677,222,ADHBA_Terminology_2016_All,DHBA:11676
inner CP in midlateral extrastriate cortex,oCPmli,inner CP in midlateral extrastriate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11678,223,ADHBA_Terminology_2016_All,DHBA:11676
CP in insular neocortex,iCP,CP in insular neocortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11728,224,ADHBA_Terminology_2016_All,DHBA:10515
CP in dysgranular insular cortex,iCPdg,CP in dysgranular insular cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11729,225,ADHBA_Terminology_2016_All,DHBA:11728
outer CP in dysgranular insular cortex,iCPdgo,outer CP in dysgranular insular cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11730,226,ADHBA_Terminology_2016_All,DHBA:11729
inner CP in dysgranular insular cortex,iCPdgi,inner CP in dysgranular insular cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11731,227,ADHBA_Terminology_2016_All,DHBA:11729
CP in granualr insular cortex,iCPgr,CP in granualr insular cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11732,228,ADHBA_Terminology_2016_All,DHBA:11728
outer CP in granular insular cortex,iCPgro,outer CP in granular insular cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11733,229,ADHBA_Terminology_2016_All,DHBA:11732
inner CP in granular insular cortex,iCPgri,inner CP in granular insular cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11734,230,ADHBA_Terminology_2016_All,DHBA:11732
CP in cingulate neocortex,cCP,CP in cingulate neocortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11715,231,ADHBA_Terminology_2016_All,DHBA:10515
CP in rostral cingulate cortex,cCPr,CP in rostral cingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11716,232,ADHBA_Terminology_2016_All,DHBA:11715
outer CP in rostral cingulate cortex,cCPro,outer CP in rostral cingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11717,233,ADHBA_Terminology_2016_All,DHBA:11716
inner CP in rostral cingulate cortex,cCPri,inner CP in rostral cingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11718,234,ADHBA_Terminology_2016_All,DHBA:11716
CP in midcingulate cortex,cCPmi,CP in midcingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11719,235,ADHBA_Terminology_2016_All,DHBA:11715
outer CP in midcingulate cortex,cCPmio,outer CP in midcingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11720,236,ADHBA_Terminology_2016_All,DHBA:11719
inner CP in midcingulate cortex,cCPmii,inner CP in midcingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11721,237,ADHBA_Terminology_2016_All,DHBA:11719
CP in caudal cingulate cortex,cCPc,CP in caudal cingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11722,238,ADHBA_Terminology_2016_All,DHBA:11715
outer CP in caudal cingulate cortex,cCPco,outer CP in caudal cingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11723,239,ADHBA_Terminology_2016_All,DHBA:11722
inner CP in caudal cingulate cortex,cCPci,inner CP in caudal cingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11724,240,ADHBA_Terminology_2016_All,DHBA:11722
CP in subgenual (subcallosal) cingulate cortex,cCPsg,CP in subgenual (subcallosal) cingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11725,241,ADHBA_Terminology_2016_All,DHBA:11715
outer CP in subgenual (subcallosal) cingulate cortex,cCPsgo,outer CP in subgenual (subcallosal) cingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11726,242,ADHBA_Terminology_2016_All,DHBA:11725
inner CP in subgenual (subcallosal) cingulate cortex,cCPsgi,inner CP in subgenual (subcallosal) cingulate cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11727,243,ADHBA_Terminology_2016_All,DHBA:11725
CP in periallocortex,peCP,CP in periallocortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10521,244,ADHBA_Terminology_2016_All,DHBA:10515
CP in perirhinal cortex,CPpc,CP in perirhinal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11746,245,ADHBA_Terminology_2016_All,DHBA:10521
CP in rostral perirhinal cortex,CPpcr,CP in rostral perirhinal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11747,246,ADHBA_Terminology_2016_All,DHBA:11746
outer CP in rostral perirhinal cortex,CPpcro,outer CP in rostral perirhinal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11748,247,ADHBA_Terminology_2016_All,DHBA:11747
inner CP in rostral perirhinal cortex,CPpcri,inner CP in rostral perirhinal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11749,248,ADHBA_Terminology_2016_All,DHBA:11747
CP in caudal perirhinal cortex,CPpcc,CP in caudal perirhinal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11750,249,ADHBA_Terminology_2016_All,DHBA:11746
outer CP in caudal perirhinal cortex,CPpcco,outer CP in caudal perirhinal cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11751,250,ADHBA_Terminology_2016_All,DHBA:11750
